Defect_ID,Module_Name,Severity,Priority,Execution_Time,Defect_Fix_Time,Detected_Phase,Automation_Covered,Tester_Experience,Lines_of_Code,Defect_Reopened,Build_Release
D05687,Login,Medium,P2,18.02,6.53,UAT,0,8.0,813.0,0,R10
D05688,Notifications,High,P2,5.53,7.17,UAT,1,2.5,511.0,1,R10
D05689,Search,Low,P2,,4.02,UAT,1,9.7,459.0,0,R16
D05690,Inventory,Medium,P2,16.43,7.46,Unit Test,1,8.7,1192.0,0,R01
D05691,Login,High,P2,7.46699736477552,6.72,Unit Test,1,9.6,999.9344930879098,0,R17
D05692,Notifications,High,P2,35.18,10.31,System Test,1,9.0,1724.0,1,R20
D05693,Payments,Low,P2,15.03,4.8,UAT,1,4.4,1491.0,0,R13
D05694,Inventory,Medium,P3,28.46,7.6,UAT,1,2.1,1951.0,0,R12
D05695,Inventory,Medium,P1,6.63,2.9,Unit Test,1,1.0,140.0,1,R09
D05696,Search,Medium,P3,14.04,3.53,Unit Test,1,5.2,510.0,1,R13
D05697,Dashboard,Medium,P2,12.31,3.72,Unit Test,1,8.4,628.0,0,R17
D05698,Notifications,Low,P3,29.36,6.67,System Test,0,8.4,1886.0,0,R13
D05699,Search,Medium,P3,1.37,4.49,System Test,1,6.7,881.0,1,R19
D05700,Dashboard,High,P2,26.57,7.84,System Test,0,1.3,1211.0,1,R04
D05701,Reports,Medium,P2,10.56,6.01,System Test,1,7.2,468.0,1,R14
D05702,Notifications,High,P2,20.03,6.13,Unit Test,0,9.0,1006.0,1,R02
D05703,Notifications,Medium,P1,11.83,4.35,System Test,0,4.8,425.0,0,R05
D05704,Notifications,Low,P2,5.93,4.56,System Test,1,7.1,961.0,0,R01
D05705,Notifications,Medium,P2,38.4,6.79,System Test,0,4.0,1739.0,0,R01
D05706,Search,Low,P3,23.83,,UAT,0,3.4,1708.0,0,R04
D05707,Reports,Medium,P2,21.05,7.79,System Test,1,5.5,1542.0,0,R16
D05708,Reports,Critical,P2,35.23,6.48,UAT,0,5.8,1333.0,0,R11
D05709,Notifications,High,P1,18.58,6.4,System Test,1,2.8,230.0,0,R08
D05710,Inventory,Medium,P2,4.72,2.97,System Test,0,5.9,413.0,0,R14
D05711,Payments,Critical,P2,,9.09,System Test,0,5.6,1307.0,1,R09
D05712,Notifications,Low,P1,4.25,3.86,UAT,0,2.0,946.0,0,R02
D05713,Login,Medium,P3,15.19,6.13,UAT,1,3.8,890.0,0,R13
D05714,Login,Critical,P1,19.56,8.4,UAT,0,9.1,845.0,0,R02
D05715,Login,Low,P3,31.75,5.4,Unit Test,0,6.7,1477.0,0,R05
D05716,Notifications,Low,P2,23.93,7.44,UAT,1,5.1,1768.0,0,R08
D05717,Login,Critical,P1,1.0,7.52,UAT,1,9.2,453.0,0,R07
D05718,Payments,High,P1,27.6,8.53,System Test,0,7.7,1602.0,0,R01
D05719,Search,Critical,P3,25.74,9.74,UAT,1,,1801.0,0,R10
D05720,Notifications,Medium,P1,11.97,5.11,Unit Test,0,8.3,497.0,0,R20
D05721,Dashboard,Low,P2,1.0,0.94,System Test,0,7.1,160.0,0,R09
D05722,Dashboard,Medium,P1,9.93,4.6,Unit Test,1,9.3,567.0,0,R04
D05723,Login,Low,P3,30.9,6.34,System Test,0,7.3,1371.0,0,R12
D05724,Inventory,Medium,P3,19.6,6.96,System Test,1,2.3,1587.0,0,R20
D05725,Notifications,High,P3,14.23,6.36,UAT,0,,752.0,0,R01
D05726,Notifications,Low,P3,5.28,3.67,Unit Test,0,2.9,299.0,0,R08
D05727,Search,Medium,P3,32.14,8.67,System Test,0,1.6,1675.0,0,R14
D05728,Payments,Medium,P3,8.65,4.14,UAT,0,4.1,529.0,1,R03
D05729,Reports,Medium,P2,31.73,6.47,System Test,0,6.7,1235.0,0,R13
D05730,Payments,Low,P2,6.92,4.21,System Test,0,8.5,641.0,0,R04
D05731,Reports,Low,P2,19.51,4.58,Unit Test,1,6.5,1331.0,1,R07
D05732,Reports,High,P2,33.2,9.77,System Test,1,7.0,1968.0,0,R15
D05733,Reports,Low,P2,11.16,3.72,UAT,0,9.4,1167.0,0,R13
D05734,Search,Low,P2,32.65,9.38,Unit Test,1,10.0,1937.0,0,R07
D05735,Reports,Critical,P3,24.54,7.6,System Test,1,2.2,1050.0,0,R14
D05736,Reports,Medium,P1,23.97,5.31,Unit Test,0,7.6,1136.0,0,R20
D05737,Reports,Low,P3,15.12,2.07,UAT,0,3.5,559.0,0,R07
D05738,Search,Critical,P2,35.66,10.96,UAT,1,8.1,1774.0,1,R07
D05739,Search,Medium,P2,23.9,6.25,System Test,1,8.2,968.0,0,R08
D05740,Notifications,Medium,P1,10.45,3.66,Unit Test,0,4.6,659.0,0,R19
D05741,Search,Low,P2,11.86,1.99,System Test,0,9.7,471.0,0,R17
D05742,Login,Medium,P2,13.82,7.72,Unit Test,1,4.0,1127.0,0,R19
D05743,Login,Low,P1,34.79,7.87,Unit Test,0,6.8,1962.0,0,R05
D05744,Search,Critical,P3,,9.98,System Test,1,6.0,1655.0,0,R20
D05745,Inventory,High,P2,17.38,8.95,Unit Test,1,5.0,1414.0,1,R13
D05746,Login,Low,P1,7.08,3.21,System Test,1,5.3,193.0,1,R14
D05747,Payments,Medium,P2,5.79,3.97,Unit Test,0,4.8,518.0,0,R10
D05748,Reports,Low,P1,14.53,5.21,System Test,1,5.6,1345.0,0,R16
D05749,Login,Critical,P1,28.51,6.67,UAT,1,8.4,1041.0,0,R19
D05750,Dashboard,Low,P3,17.54,4.21,System Test,0,6.9,1578.0,0,R07
D05751,Search,Low,P3,6.15,3.44,System Test,1,1.9,663.0,0,R18
D05752,Reports,Critical,P3,29.27,11.61,System Test,1,2.2,1507.0,0,R06
D05753,Payments,Low,P3,24.87,7.05,Unit Test,1,9.3,1675.0,0,R02
D05754,Notifications,Medium,P2,30.11,7.87,System Test,0,4.9,1315.0,0,R01
D05755,Notifications,High,P2,14.6,5.18,UAT,0,6.5,498.0,1,R11
D05756,Payments,Critical,P2,18.32,7.31,Unit Test,1,1.7,957.0,0,R16
D05757,Dashboard,Low,P1,7.88,,Unit Test,1,6.3,1236.0,0,R20
D05758,Dashboard,Critical,P2,9.95,7.38,System Test,0,5.2,367.0,0,R17
D05759,Reports,High,P3,16.47,5.6,System Test,1,3.4,303.0,0,R12
D05760,Login,Critical,P2,11.88,5.76,System Test,1,5.6,492.0,0,R12
D05761,Reports,Medium,P2,19.78,5.06,UAT,1,,1109.0,0,R07
D05762,Notifications,High,P3,11.44,,System Test,0,2.8,725.0,1,R15
D05763,Payments,Medium,P2,20.62,5.43,System Test,0,2.0,710.0,0,R05
D05764,Reports,Low,P2,7.59,5.23,UAT,0,7.7,1165.0,0,R15
D05765,Login,High,P3,15.14,7.34,System Test,1,5.8,775.0,1,R13
D05766,Reports,Medium,P2,10.67,5.46,UAT,0,3.3,292.0,0,R18
D05767,Payments,High,P3,30.96,9.12,Unit Test,1,1.2,1324.0,0,R17
D05768,Dashboard,Low,P2,,4.91,System Test,1,6.7,1349.0,0,R01
D05769,Dashboard,High,P2,16.99,8.06,System Test,1,2.8,964.0,0,R19
D05770,Dashboard,Low,P3,8.0,3.26,UAT,1,3.3,715.0,0,R15
D05771,Login,High,P1,21.94,9.01,System Test,0,1.6,749.0,0,R03
D05772,Login,Low,P2,19.51,7.89,Unit Test,1,9.2,1868.0,0,R19
D05773,Search,Medium,P2,7.77,5.68,System Test,0,9.4,787.0,0,R04
D05774,Search,Low,P3,28.96,8.52,Unit Test,0,6.0,1908.0,0,R13
D05775,Inventory,High,P1,20.95,7.4,System Test,0,5.9,1246.0,0,R01
D05776,Dashboard,High,P2,23.12,7.12,System Test,1,6.2,1452.0,0,R02
D05777,Login,Critical,P2,20.48,8.74,System Test,1,9.3,784.0,0,R09
D05778,Notifications,High,P2,27.57,8.64,System Test,1,9.1,1689.0,0,R01
D05779,Login,Critical,P2,47.38,8.7,System Test,1,3.0,1307.0,1,R13
D05780,Inventory,Critical,P2,23.53,9.56,Unit Test,1,3.4,810.0,0,R01
D05781,Login,Low,P2,24.86,6.55,UAT,1,3.1,1590.0,0,R05
D05782,Payments,Low,P1,19.68,6.86,UAT,1,4.8,1851.0,0,R20
D05783,Inventory,Critical,P3,24.93,9.41,System Test,1,5.6,906.0,0,R07
D05784,Payments,Medium,P3,34.76,8.27,Unit Test,1,2.1,1873.0,1,R02
D05785,Reports,Critical,P3,20.4,6.62,UAT,1,,848.0,0,R16
D05786,Login,High,P2,30.41,12.62,UAT,0,8.3,1771.0,1,R10
D05787,Search,Critical,P1,21.13,,Unit Test,1,1.4,1023.0,0,R07
D05788,Reports,High,P1,39.41,7.58,Unit Test,0,4.3,1400.0,0,R07
D05789,Search,Medium,P3,5.85,4.65,UAT,1,3.7,601.0,0,R09
D05790,Notifications,Low,P3,18.02,3.57,System Test,1,1.5,387.0,0,R06
D05791,Login,High,P2,28.79,9.51,System Test,1,8.6,1723.0,0,R08
D05792,Payments,High,P2,,6.95,Unit Test,1,1.8,724.0,0,R19
D05793,Payments,Medium,P3,36.2,6.85,System Test,0,7.9,1526.0,0,R20
D05794,Dashboard,Medium,P2,23.38,6.13,System Test,1,2.6,1206.0,0,R04
D05795,Reports,High,P1,17.5,7.88,Unit Test,1,6.2,818.0,0,R14
D05796,Search,High,P1,23.14,6.93,UAT,1,2.0,1087.0,1,R02
D05797,Inventory,Low,P1,10.37,3.53,Unit Test,1,3.6,831.0,0,R14
D05798,Inventory,High,P3,2.58,4.65,System Test,1,7.5,262.0,1,R19
D05799,Reports,Low,P2,26.18,6.71,UAT,1,9.2,1922.0,0,R17
D05800,Login,Critical,P3,10.79,8.11,UAT,1,6.2,364.0,0,R04
D05801,Search,Medium,P3,32.39,7.13,System Test,0,5.3,1874.0,1,R05
D05802,Search,Medium,P2,8.44,2.81,Unit Test,1,2.2,753.0,1,R09
D05803,Inventory,Medium,P2,5.93,6.05,System Test,1,5.5,543.0,0,R02
D05804,Search,Critical,P2,42.09,10.04,UAT,1,6.2,1487.0,0,R06
D05805,Inventory,High,P2,27.76,7.29,System Test,1,6.3,1565.0,0,R15
D05806,Inventory,Medium,P3,29.7,8.06,System Test,1,5.4,1733.0,0,R09
D05807,Notifications,Low,P2,,6.02,UAT,0,7.9,1204.0,0,R07
D05808,Reports,Medium,P3,6.42,3.82,System Test,1,,325.0,0,R07
D05809,Payments,Medium,P2,15.91,6.47,UAT,1,6.5,1072.0,0,R11
D05810,Inventory,Medium,P3,20.91,8.99,System Test,1,10.0,1928.0,0,R09
D05811,Inventory,Critical,P2,24.44,9.44,Unit Test,0,2.8,1223.0,0,R07
D05812,Dashboard,High,P3,9.83,5.9,UAT,0,3.5,468.0,0,R18
D05813,Login,Low,P1,18.49,7.59,System Test,1,2.9,1590.0,0,R12
D05814,Inventory,Medium,P2,31.84,9.43,UAT,1,4.9,1893.0,0,R09
D05815,Notifications,Medium,P3,5.05,5.58,System Test,1,6.8,543.0,1,R10
D05816,Dashboard,Low,P2,22.76,5.18,System Test,1,8.6,1628.0,0,R16
D05817,Login,Medium,P3,23.9,4.23,Unit Test,0,7.7,1204.0,0,R20
D05818,Search,High,P3,23.11,8.04,Unit Test,1,,1353.0,0,R03
D05819,Notifications,Low,P3,3.73,3.37,Unit Test,0,9.1,206.0,0,R20
D05820,Dashboard,Medium,P1,14.56,4.11,System Test,0,,839.0,0,R16
D05821,Payments,High,P3,19.77,8.61,System Test,0,2.3,902.0,0,R04
D05822,Inventory,Low,P3,15.57,7.63,Unit Test,0,4.7,1206.0,0,R03
D05823,Search,Medium,P2,6.14,4.83,System Test,0,4.9,380.0,0,R01
D05824,Dashboard,Medium,P2,4.35,3.36,System Test,0,1.1,298.0,0,R15
D05825,Dashboard,Low,P3,19.39,,System Test,0,7.2,1854.0,1,R18
D05826,Dashboard,Low,P3,1.43,2.3,System Test,1,6.8,442.0,0,R08
D05827,Dashboard,High,P1,5.55,4.03,System Test,1,1.8,140.0,0,R06
D05828,Reports,Medium,P2,17.97,8.02,System Test,1,2.4,1295.0,0,R05
D05829,Inventory,Low,P3,3.88,3.34,Unit Test,1,,704.0,0,R20
D05830,Notifications,Critical,P1,23.33,7.51,System Test,1,2.2,434.0,0,R17
D05831,Dashboard,High,P1,20.72,8.46,System Test,0,7.5,1363.0,1,R11
D05832,Dashboard,Critical,P3,34.99,,Unit Test,0,8.0,1546.0,0,R12
D05833,Search,High,P3,22.12,7.27,Unit Test,1,6.1,1573.0,0,R15
D05834,Payments,High,P1,3.67,4.4,Unit Test,0,5.8,147.0,0,R02
D05835,Reports,Medium,P3,13.2,6.51,System Test,0,9.1,733.0,0,R07
D05836,Search,Low,P2,12.02,3.64,System Test,0,5.5,697.0,0,R20
D05837,Search,Medium,P1,21.96,8.8,System Test,0,5.9,1598.0,0,R02
D05838,Reports,High,P2,19.45,6.77,System Test,0,4.5,659.0,0,R09
D05839,Reports,Medium,P2,27.12,5.19,System Test,0,4.4,785.0,1,R06
D05840,Payments,High,P2,13.96,6.07,Unit Test,1,4.5,630.0,1,R12
D05841,Search,Low,P1,19.44,5.02,UAT,0,3.3,1168.0,0,R15
D05842,Reports,High,P1,19.91,6.63,System Test,1,5.7,754.0,0,R14
D05843,Dashboard,Medium,P2,29.11,8.37,System Test,1,6.4,1547.0,0,R10
D05844,Payments,High,P3,16.6,6.48,System Test,1,5.7,741.0,0,R12
D05845,Dashboard,Medium,P3,34.35,8.88,System Test,1,2.7,1813.0,1,R19
D05846,Search,High,P2,21.9,7.28,Unit Test,1,3.1,1066.0,0,R19
D05847,Login,Medium,P3,6.68,4.02,System Test,0,5.9,118.0,0,R10
D05848,Search,Medium,P2,24.47,7.48,System Test,0,5.9,1831.0,0,R10
D05849,Reports,Low,P3,,7.45,System Test,1,5.0,1606.0,0,R04
D05850,Notifications,High,P1,28.26,10.14,System Test,0,2.0,1751.0,0,R16
D05851,Notifications,High,P3,22.99,7.72,System Test,0,9.8,990.0,1,R15
D05852,Search,High,P3,22.23,6.85,Unit Test,1,4.1,799.0,0,R11
D05853,Dashboard,Medium,P2,20.0,8.71,System Test,1,9.9,1793.0,0,R02
D05854,Login,Medium,P3,35.07,8.28,UAT,0,8.4,1490.0,0,R20
D05855,Payments,Critical,P3,11.12,7.72,UAT,1,7.4,187.0,0,R15
D05856,Notifications,Medium,P3,1.0,2.62,System Test,0,4.0,109.0,1,R13
D05857,Login,High,P3,23.97,6.65,System Test,0,3.9,1459.0,1,R06
D05858,Notifications,High,P2,24.69,9.12,System Test,1,3.4,1234.0,1,R07
D05859,Login,Medium,P2,14.54,6.24,Unit Test,1,9.3,1092.0,1,R08
D05860,Search,Medium,P2,12.94,7.35,System Test,1,,1618.0,0,R16
D05861,Reports,Low,P3,14.06,3.0,UAT,0,3.8,800.0,0,R02
D05862,Notifications,High,P3,11.23,7.82,System Test,1,8.5,589.0,0,R14
D05863,Search,Medium,P1,12.04,6.08,System Test,1,5.4,912.0,0,R19
D05864,Dashboard,Critical,P3,34.0,9.81,UAT,1,4.4,1546.0,0,R12
D05865,Dashboard,Medium,P1,3.99,4.48,System Test,1,,499.0,0,R19
D05866,Notifications,Low,P2,10.5,5.14,System Test,1,5.3,951.0,0,R12
D05867,Payments,Critical,P3,9.37,6.47,Unit Test,1,6.4,249.0,0,R08
D05868,Payments,Critical,P1,17.89,8.75,System Test,1,7.9,1122.0,0,R15
D05869,Notifications,High,P2,20.75,9.03,Unit Test,1,3.2,1303.0,0,R17
D05870,Dashboard,High,P2,27.46,8.45,Unit Test,1,3.1,1271.0,0,R20
D05871,Dashboard,High,P3,19.76,8.74,Unit Test,1,10.0,1062.0,1,R12
D05872,Notifications,Low,P2,3.52,1.35,Unit Test,1,4.0,199.0,0,R04
D05873,Reports,Low,P1,25.32,5.39,System Test,0,5.3,1287.0,0,R09
D05874,Login,Low,P2,8.85,5.1,Unit Test,1,6.9,1011.0,0,R10
D05875,Notifications,Low,P2,9.64,4.92,Unit Test,1,8.1,670.0,0,R06
D05876,Payments,High,P2,9.24,,System Test,1,6.5,678.0,0,R05
D05877,Reports,Medium,P2,2.34,2.96,Unit Test,1,7.6,460.0,0,R12
D05878,Inventory,Medium,P2,21.55,4.53,UAT,1,4.6,819.0,0,R09
D05879,Notifications,Medium,P2,29.58,7.18,System Test,0,2.2,1321.0,0,R04
D05880,Search,High,P3,13.6,7.33,System Test,1,9.4,897.0,1,R12
D05881,Dashboard,High,P3,11.12,6.27,System Test,0,8.3,1086.0,0,R05
D05882,Search,Critical,P2,10.22,6.63,System Test,0,1.7,130.0,0,R16
D05883,Notifications,High,P1,24.56,8.79,UAT,1,6.6,1445.0,0,R12
D05884,Login,Medium,P2,1.0,4.5,System Test,0,9.3,268.0,0,R10
D05885,Reports,High,P2,,8.81,System Test,0,8.0,1176.0,0,R16
D05886,Notifications,Medium,P3,33.05,9.88,Unit Test,0,6.5,1813.0,0,R05
D05887,Dashboard,High,P2,22.16,6.36,UAT,1,1.6,866.0,1,R01
D05888,Notifications,High,P1,27.15,7.68,System Test,1,9.6,1424.0,0,R20
D05889,Search,Medium,P2,17.01,7.55,UAT,1,6.9,905.0,0,R20
D05890,Dashboard,High,P2,28.41,8.5,System Test,0,3.7,1683.0,0,R10
D05891,Search,Medium,P3,23.35,5.9,System Test,1,2.0,658.0,0,R13
D05892,Search,Critical,P3,7.0,5.48,UAT,1,6.3,106.0,0,R19
D05893,Notifications,Low,P2,21.31,5.48,System Test,1,1.1,1282.0,1,R02
D05894,Reports,Medium,P2,33.83,8.7,Unit Test,1,5.8,1805.0,0,R20
D05895,Dashboard,Medium,P2,13.69,4.72,Unit Test,1,4.6,895.0,0,R04
D05896,Inventory,Medium,P1,1.0,4.38,UAT,0,4.7,228.0,0,R20
D05897,Reports,Medium,P1,8.79,4.7,System Test,1,2.2,542.0,0,R03
D05898,Dashboard,High,P2,12.44,7.53,Unit Test,1,5.9,605.0,0,R03
D05899,Reports,Medium,P3,26.89,7.76,UAT,1,3.9,1344.0,0,R01
D05900,Payments,Critical,P2,30.14,11.23,System Test,0,4.7,1825.0,0,R02
D05901,Dashboard,Medium,P3,1.0,4.22,UAT,0,9.8,180.0,0,R08
D05902,Dashboard,Critical,P1,17.13,8.16,System Test,0,7.6,759.0,0,R17
D05903,Login,Low,P1,17.14,5.24,System Test,0,3.9,994.0,0,R05
D05904,Reports,Critical,P3,16.15,9.25,System Test,1,1.3,433.0,0,R06
D05905,Dashboard,High,P1,15.65,4.77,UAT,0,8.6,642.0,0,R20
D05906,Login,Medium,P2,7.22,3.77,System Test,0,8.8,659.0,0,R03
D05907,Login,Medium,P1,7.35,6.63,System Test,1,3.4,823.0,1,R02
D05908,Inventory,Critical,P1,31.42,9.84,System Test,0,9.5,1457.0,0,R20
D05909,Notifications,Medium,P2,24.45,7.66,UAT,1,8.8,1784.0,0,R12
D05910,Login,Low,P2,20.44,4.34,Unit Test,1,2.9,837.0,0,R11
D05911,Dashboard,Medium,P2,32.66,8.43,Unit Test,1,9.8,1774.0,1,R02
D05912,Inventory,High,P3,20.3,9.27,System Test,1,4.3,1026.0,0,R07
D05913,Notifications,High,P2,42.14,11.6,System Test,1,2.7,1769.0,0,R06
D05914,Login,Low,P3,25.2,6.41,System Test,1,2.6,1488.0,0,R08
D05915,Search,Critical,P1,27.77,10.14,System Test,1,9.6,1852.0,0,R14
D05916,Search,Low,P3,1.0,,UAT,0,9.9,264.0,1,R02
D05917,Login,Medium,P3,12.97,3.69,System Test,0,9.7,467.0,0,R03
D05918,Login,Medium,P2,10.16,5.44,UAT,0,1.2,386.0,1,R05
D05919,Search,Medium,P3,28.36,7.38,System Test,1,4.1,1422.0,0,R04
D05920,Dashboard,High,P2,25.99,7.5,UAT,0,8.3,1163.0,0,R10
D05921,Notifications,High,P1,17.53,10.08,System Test,1,10.0,943.0,0,R03
D05922,Search,Low,P1,20.95,5.84,System Test,1,5.2,1401.0,0,R02
D05923,Notifications,High,P3,37.36,9.52,Unit Test,1,4.3,1587.0,0,R08
D05924,Reports,High,P3,32.62,8.61,System Test,1,4.7,1750.0,1,R15
D05925,Notifications,Low,P3,1.0,5.63,System Test,1,4.6,611.0,0,R07
D05926,Login,Medium,P1,30.56,6.94,System Test,1,1.6,1670.0,0,R17
D05927,Notifications,Medium,P2,12.41,5.48,System Test,1,5.3,695.0,0,R04
D05928,Notifications,Critical,P2,,11.75,Unit Test,0,8.5,1644.0,0,R18
D05929,Login,Critical,P3,25.34,8.86,System Test,1,6.5,1338.0,0,R11
D05930,Reports,High,P3,18.716204272489815,4.25,System Test,1,6.3,697.6465598190588,0,R04
D05931,Search,High,P3,1.0,5.68,Unit Test,1,5.2,184.0,0,R03
D05932,Dashboard,Medium,P2,17.2,,Unit Test,0,9.5,845.0,0,R16
D05933,Payments,Critical,P2,38.06,11.53,UAT,1,6.0,1376.0,0,R12
D05934,Notifications,Low,P3,22.68,5.09,Unit Test,1,1.4,1532.0,0,R14
D05935,Payments,Critical,P3,35.54,11.4,UAT,1,6.7,1761.0,0,R03
D05936,Inventory,Medium,P3,31.26,8.37,UAT,0,8.5,1768.0,0,R09
D05937,Search,High,P2,16.78,5.81,System Test,0,6.8,643.0,1,R12
D05938,Notifications,Medium,P3,41.05,8.16,System Test,1,3.0,1973.0,0,R18
D05939,Search,Medium,P2,21.96,4.87,Unit Test,0,,784.0,1,R05
D05940,Search,Critical,P2,20.32,9.16,System Test,0,3.3,1033.0,1,R11
D05941,Reports,Low,P1,31.66,8.14,System Test,0,5.8,1790.0,0,R16
D05942,Dashboard,Low,P1,23.23,5.45,Unit Test,1,4.1,1452.0,0,R11
D05943,Inventory,High,P3,31.35,10.86,Unit Test,1,1.5,1959.0,0,R02
D05944,Notifications,High,P2,30.75,11.13,UAT,1,4.9,1967.0,0,R15
D05945,Reports,Medium,P1,24.43,6.27,UAT,1,2.8,1370.0,0,R02
D05946,Dashboard,Low,P2,27.85,6.96,System Test,0,4.7,1669.0,0,R01
D05947,Payments,Medium,P3,23.57,4.8,Unit Test,0,5.7,1046.0,0,R09
D05948,Payments,Medium,P3,17.21,7.03,UAT,1,9.2,1287.0,0,R14
D05949,Notifications,Critical,P2,36.37,11.81,System Test,1,7.9,1755.0,0,R03
D05950,Login,High,P2,16.92,4.43,System Test,0,3.6,336.0,0,R06
D05951,Reports,Low,P2,22.37,5.04,Unit Test,0,1.3,1158.0,1,R17
D05952,Notifications,Medium,P3,21.24,5.83,System Test,0,8.2,1175.0,0,R13
D05953,Dashboard,Low,P1,1.0,4.42,UAT,1,3.7,175.0,0,R11
D05954,Reports,High,P1,6.17,5.61,System Test,1,6.4,118.0,0,R08
D05955,Search,Medium,P2,42.35,9.97,System Test,0,6.9,1731.0,0,R19
D05956,Search,Medium,P2,25.84,7.63,System Test,0,8.1,1733.0,0,R11
D05957,Login,Critical,P2,25.38,8.24,System Test,1,8.7,1247.0,0,R10
D05958,Inventory,High,P2,5.98,5.92,System Test,1,6.9,389.0,0,R04
D05959,Login,High,P2,22.07,10.91,System Test,1,9.4,1777.0,0,R05
D05960,Reports,High,P2,17.87,10.09,UAT,0,1.3,1173.0,0,R01
D05961,Search,Medium,P1,30.01,7.94,System Test,0,4.2,1772.0,1,R13
D05962,Reports,Low,P3,11.76,5.29,Unit Test,1,9.0,1160.0,0,R20
D05963,Dashboard,High,P2,31.95,9.03,Unit Test,1,5.7,1815.0,0,R05
D05964,Dashboard,High,P3,12.09,5.14,System Test,0,1.4,811.0,1,R11
D05965,Search,High,P2,19.09,5.55,Unit Test,1,3.4,745.0,1,R08
D05966,Payments,Low,P1,27.96,6.82,System Test,1,6.0,1919.0,0,R19
D05967,Inventory,High,P2,32.87,8.55,System Test,0,3.6,1903.0,0,R04
D05968,Reports,Medium,P3,11.98,2.96,System Test,0,5.3,373.0,0,R05
D05969,Dashboard,Low,P2,18.47,5.16,Unit Test,1,5.3,1278.0,0,R13
D05970,Search,High,P3,9.89,7.35,System Test,1,5.5,776.0,0,R06
D05971,Search,Medium,P3,17.53,5.21,Unit Test,1,8.0,1002.0,0,R15
D05972,Inventory,High,P2,20.03,9.29,System Test,1,5.4,1020.0,0,R03
D05973,Notifications,High,P3,18.4,6.52,System Test,0,6.3,351.0,0,R20
D05974,Notifications,High,P3,37.76,11.41,UAT,0,5.3,1847.0,1,R05
D05975,Dashboard,Critical,P3,,10.64,System Test,0,4.1,1870.0,0,R11
D05976,Login,High,P3,29.55,9.72,System Test,1,6.0,1599.0,0,R18
D05977,Reports,Medium,P2,15.42,5.72,System Test,0,6.1,996.0,0,R04
D05978,Reports,Medium,P1,21.19,6.77,System Test,1,5.5,1522.0,1,R20
D05979,Payments,High,P3,29.1,11.96,System Test,1,1.3,1592.0,1,R08
D05980,Search,Medium,P1,21.44,7.55,Unit Test,0,2.2,1297.0,0,R11
D05981,Dashboard,Critical,P3,26.43,8.61,Unit Test,1,6.7,1227.0,0,R01
D05982,Search,Medium,P3,1.0,3.97,UAT,1,7.4,245.0,0,R16
D05983,Inventory,High,P3,19.26,7.79,System Test,1,7.5,1018.0,0,R13
D05984,Notifications,Low,P3,1.0,2.94,System Test,1,9.2,381.0,0,R11
D05985,Payments,Low,P3,11.95,1.89,System Test,1,6.0,854.0,0,R07
D05986,Payments,Medium,P3,20.09,6.9,System Test,1,5.6,1751.0,1,R01
D05987,Inventory,Medium,P3,27.04,5.02,UAT,1,2.1,967.0,1,R18
D05988,Reports,Medium,P2,18.35,7.47,System Test,1,4.4,1279.0,0,R08
D05989,Login,Low,P1,9.85,0.8,Unit Test,0,2.6,455.0,0,R08
D05990,Dashboard,Low,P2,22.49,6.47,UAT,0,4.1,1580.0,0,R09
D05991,Dashboard,Medium,P3,16.18,5.36,Unit Test,1,4.7,676.0,0,R12
D05992,Reports,Medium,P3,19.06,6.29,UAT,1,4.9,997.0,1,R02
D05993,Search,Medium,P3,29.95,9.83,System Test,1,4.6,1889.0,1,R09
D05994,Reports,Low,P2,5.18,2.34,Unit Test,1,3.9,106.0,0,R20
D05995,Notifications,Medium,P2,27.98,6.02,System Test,1,5.2,1379.0,0,R07
D05996,Notifications,Medium,P2,23.03,5.56,Unit Test,1,2.4,1173.0,0,R14
D05997,Search,Medium,P2,21.1,7.93,System Test,1,6.4,1387.0,0,R07
D05998,Search,Medium,P2,15.48,7.14,System Test,1,4.9,1288.0,0,R15
D05999,Login,High,P2,27.56,7.22,Unit Test,1,8.4,1427.0,0,R07
D06000,Dashboard,Medium,P3,1.0,3.65,Unit Test,0,9.2,237.0,0,R07
D06001,Notifications,Medium,P3,18.8,6.35,Unit Test,1,2.1,1051.0,0,R14
D06002,Reports,Low,P2,7.33,3.45,UAT,1,7.2,736.0,0,R04
D06003,Notifications,Medium,P2,23.1,7.75,Unit Test,1,8.5,1814.0,0,R10
D06004,Notifications,Critical,P2,34.14,12.1,Unit Test,1,4.0,1884.0,1,R15
D06005,Dashboard,Low,P3,24.22,5.93,UAT,1,5.3,1903.0,0,R03
D06006,Reports,Medium,P1,23.36,5.9,System Test,0,6.0,871.0,0,R20
D06007,Dashboard,High,P3,15.94,5.79,Unit Test,0,8.1,851.0,1,R11
D06008,Notifications,Medium,P1,35.14,5.93,Unit Test,0,4.8,1792.0,0,R12
D06009,Reports,Low,P3,15.39,4.64,Unit Test,1,7.7,1413.0,1,R03
D06010,Search,High,P1,12.78,6.27,UAT,1,5.0,761.0,0,R11
D06011,Notifications,Critical,P3,36.57,11.0,Unit Test,0,5.0,1832.0,0,R18
D06012,Search,Medium,P3,41.25,9.17,System Test,1,3.1,1894.0,0,R01
D06013,Login,Medium,P1,6.44,3.5,System Test,1,4.1,169.0,1,R15
D06014,Login,Critical,P3,35.29,14.24,System Test,0,1.6,1984.0,1,R01
